COL_DATA,COL_RECEITA,COL_CUSTO,COL_CATEGORIA,COL_REGIAO,DISTANCIA,UNIDADE
2024-12-18,6488,3535,Roupas,Sul,29.83,km
2024-04-07,7987,2790,Eletrônicos,Norte,295.37,mi
2024-08-10,4122,1816,Eletrônicos,Sul,166.07,km
2025-09-27,1018,196,Roupas,Centro,242.19,mi
2024-01-10,102,46,Miscelânea,Leste,119.61,km
2024-07-08,4199,4498,Miscelânea,Norte,439.06,km
2024-12-12,4309,2879,Miscelânea,Centro,419.78,km
2024-04-03,100,43,Serviços,Leste,417.53,mi
2025-09-09,3455,1538,Eletrônicos,Sul,181.98,km
2025-10-03,6117,4791,Alimentos,Sul,392.31,km
2025-02-15,6632,7310,Miscelânea,Norte,351.54,mi
2025-01-05,9200,3916,Eletrônicos,Oeste,236.3,km
2025-09-29,3376,2104,Serviços,Centro,304.38,mi
2025-05-09,4598,4101,Eletrônicos,Centro,34.01,km
2024-11-21,4419,3927,Eletrônicos,Sul,110.83,km
2024-01-20,3141,983,Serviços,Norte,403.22,km
2024-01-18,2456,1729,Serviços,Leste,326.7,km
2024-08-09,9652,4160,Serviços,Oeste,47.62,km
2024-04-13,5289,4067,Eletrônicos,Sul,14.12,mi
2025-10-23,4899,4277,Eletrônicos,Oeste,388.38,km
2024-04-06,5951,4865,Roupas,Leste,260.27,km
2025-12-19,1956,613,Eletrônicos,Oeste,38.82,km
2025-12-09,8822,2716,Serviços,Centro,425.12,km
2024-02-17,193,113,Roupas,Sul,472.28,km
2025-03-31,6037,3687,Serviços,Oeste,98.47,km
2024-04-01,9816,6738,Eletrônicos,Oeste,476.23,mi
2025-06-05,4807,2598,Miscelânea,Leste,427.77,mi
2025-12-09,1901,1210,Eletrônicos,Oeste,220.17,mi
2025-08-13,3026,2177,Alimentos,Sul,148.0,mi
2024-02-11,9391,3877,Alimentos,Leste,419.49,km
2025-12-08,3708,1354,Serviços,Sul,455.93,mi
2024-05-07,6836,4282,Roupas,Leste,494.96,km
2024-03-03,9882,6612,Miscelânea,Centro,220.49,mi
2025-12-23,9298,5631,Alimentos,Norte,216.29,mi
2025-10-14,1533,799,Roupas,Centro,145.55,km
2024-08-23,9842,2979,Miscelânea,Oeste,168.38,km
2024-12-30,4177,3107,Roupas,Norte,252.24,mi
2025-04-16,2510,1287,Eletrônicos,Centro,121.66,mi
2025-09-27,6614,7597,Eletrônicos,Oeste,482.95,mi
2024-09-26,9728,4894,Eletrônicos,Sul,425.24,km
2024-04-18,6468,5243,Roupas,Sul,414.78,km
2024-09-28,5867,907,Roupas,Centro,4.67,km
2024-12-25,8216,2735,Roupas,Sul,337.17,mi
2024-11-07,7178,2699,Miscelânea,Centro,462.89,mi
2025-02-21,4106,3501,Miscelânea,Oeste,269.25,km
2025-08-18,1020,671,Miscelânea,Sul,350.27,km
2024-10-01,3518,2395,Roupas,Centro,228.26,mi
2025-07-05,171,2323,Roupas,Oeste,181.13,km
2024-08-22,3962,2578,Miscelânea,Sul,296.76,km
2025-07-31,8233,5284,Roupas,Centro,241.35,mi
2025-04-18,2394,1122,Alimentos,Leste,438.79,km
2025-09-22,1170,1051,Miscelânea,Sul,258.7,km
2025-06-16,6579,3421,Serviços,Oeste,51.66,km
2025-10-26,4242,1854,Serviços,Centro,115.31,km
2025-10-01,8000,2655,Serviços,Sul,251.91,km
2024-08-17,4336,3152,Roupas,Oeste,150.14,km
2024-09-09,7914,3763,Miscelânea,Leste,363.5,mi
2025-11-19,8619,6382,Serviços,Sul,108.92,mi
2025-02-13,4386,2813,Alimentos,Centro,98.05,km
2024-05-19,5376,4607,Serviços,Centro,63.29,mi
2025-09-19,1263,520,Alimentos,Norte,26.79,mi
2024-02-08,3109,2339,Eletrônicos,Norte,212.58,mi
2025-01-06,1291,942,Eletrônicos,Norte,247.4,km
2025-12-07,8224,5835,Miscelânea,Norte,32.01,mi
2025-04-19,2304,1552,Miscelânea,Leste,177.99,mi
2024-07-24,4631,1914,Serviços,Norte,6.32,km
2024-11-15,8270,4573,Eletrônicos,Oeste,23.54,mi
2024-10-09,6229,4132,Eletrônicos,Leste,480.4,mi
2025-11-07,6361,2079,Roupas,Norte,30.27,mi
2025-08-08,6020,4329,Eletrônicos,Norte,28.45,km
2025-03-26,388,120,Roupas,Leste,325.47,mi
2025-10-03,2517,2031,Alimentos,Oeste,183.28,km
2025-11-20,4729,3966,Alimentos,Leste,410.18,km
2024-12-29,4274,3351,Eletrônicos,Centro,282.73,mi
2025-05-21,8592,6367,Alimentos,Leste,102.42,km
2024-07-17,7763,5946,Serviços,Oeste,482.0,km
2025-04-09,1985,778,Eletrônicos,Norte,154.22,mi
2025-10-23,2962,999,Eletrônicos,Norte,112.14,km
2025-11-11,5609,2690,Alimentos,Sul,119.19,km
2025-08-25,7993,4836,Serviços,Oeste,211.32,mi
2025-03-11,6084,5036,Serviços,Centro,419.62,km
2025-10-25,1910,1038,Serviços,Norte,380.0,mi
2025-12-04,1406,660,Eletrônicos,Oeste,223.88,km
2024-02-18,1144,512,Alimentos,Sul,272.19,mi
2025-03-22,3281,1205,Eletrônicos,Norte,232.35,km
2025-07-05,6975,6140,Eletrônicos,Norte,342.53,km
2024-08-06,8481,7091,Serviços,Centro,128.8,mi
2025-01-31,3546,3116,Alimentos,Centro,59.12,km
2025-07-15,8587,5373,Alimentos,Oeste,405.51,mi
2024-08-11,5636,2390,Miscelânea,Centro,162.18,mi
2025-06-30,1613,1007,Roupas,Centro,407.63,km
2024-04-26,5587,1982,Eletrônicos,Sul,265.7,mi
2025-09-14,6939,5278,Miscelânea,Oeste,366.5,km
2024-09-17,7109,2707,Miscelânea,Centro,463.62,mi
2024-06-19,2567,2011,Serviços,Sul,157.5,km
2024-05-28,5856,2261,Roupas,Oeste,212.87,km
2024-05-18,7962,6285,Serviços,Norte,462.95,mi
2025-02-20,8226,2724,Alimentos,Sul,394.15,km
2025-07-02,3376,1176,Miscelânea,Leste,440.04,km
2024-07-21,8512,6631,Eletrônicos,Leste,244.01,mi
2024-02-02,8149,4110,Serviços,Sul,470.97,km
2024-05-19,4179,1295,Alimentos,Centro,31.8,km
2024-06-02,6647,5179,Roupas,Centro,384.32,km
2024-04-22,866,2029,Serviços,Sul,467.38,km
2024-02-27,1022,828,Miscelânea,Norte,24.43,km
2024-10-14,6996,3955,Eletrônicos,Norte,440.98,mi
2024-08-24,1043,595,Roupas,Leste,162.82,km
2024-06-05,4668,4174,Eletrônicos,Centro,308.85,mi
2024-03-26,3119,1309,Eletrônicos,Oeste,87.41,km
2024-11-11,1741,768,Eletrônicos,Norte,169.9,km
2024-05-12,6653,5474,Miscelânea,Sul,76.63,mi
2024-02-26,6498,5482,Serviços,Sul,493.67,km
2025-01-15,8127,4441,Eletrônicos,Oeste,462.37,km
2024-08-16,393,1930,Eletrônicos,Centro,216.76,mi
2025-02-22,6567,5843,Serviços,Norte,433.06,mi
2024-09-30,2564,3867,Alimentos,Sul,34.42,km
2024-10-28,6489,2893,Eletrônicos,Oeste,422.3,mi
2025-08-25,9962,6961,Miscelânea,Norte,192.27,mi
2025-04-18,1717,1419,Eletrônicos,Norte,183.56,km
2025-06-19,5027,1750,Serviços,Norte,441.29,mi
2025-08-12,8356,2975,Serviços,Norte,383.0,mi
2025-09-20,589,426,Serviços,Sul,459.64,mi
2025-02-02,4699,4013,Alimentos,Centro,450.71,km
2024-02-19,231,142,Miscelânea,Centro,412.18,mi
2024-10-13,7677,2463,Alimentos,Oeste,288.03,mi
2025-05-21,2407,786,Roupas,Norte,304.89,km
2024-08-10,4691,1479,Roupas,Centro,273.34,km
2025-10-09,3192,974,Serviços,Leste,280.48,km
2025-07-06,2025,744,Serviços,Norte,462.53,km
2024-01-21,1515,3481,Miscelânea,Leste,199.0,km
2024-12-13,262,194,Alimentos,Leste,276.67,km
2025-01-19,6190,4974,Serviços,Oeste,456.8,mi
2025-09-07,6022,2911,Alimentos,Norte,450.82,mi
2024-10-25,9143,4982,Alimentos,Leste,370.51,km
2025-05-11,2462,2208,Roupas,Sul,34.51,km
2025-05-17,8442,7580,Roupas,Leste,197.07,mi
2024-02-20,681,255,Roupas,Oeste,415.73,km
2025-12-24,3834,2340,Roupas,Norte,307.51,mi
2024-08-05,6201,2739,Roupas,Norte,60.98,km
2024-10-23,4266,2263,Alimentos,Norte,127.77,km
2024-06-28,2970,1943,Eletrônicos,Leste,148.47,mi
2025-12-17,3819,1969,Miscelânea,Sul,152.18,mi
2024-12-06,9240,3503,Miscelânea,Norte,97.54,mi
2025-10-09,5092,2548,Miscelânea,Norte,196.1,km
2025-09-25,2660,869,Miscelânea,Leste,470.11,km
2025-01-04,7483,6554,Miscelânea,Sul,258.06,km
2024-03-16,9885,7589,Alimentos,Norte,487.03,km
2024-10-04,5976,3616,Eletrônicos,Sul,463.04,km
2024-10-07,1919,1478,Serviços,Oeste,416.07,mi
2025-12-04,942,452,Eletrônicos,Sul,340.25,mi
2025-01-04,2124,1791,Eletrônicos,Centro,136.81,km
2025-03-19,4023,2809,Alimentos,Sul,333.37,km
2024-10-07,8656,7636,Serviços,Norte,143.64,mi
2024-04-05,4741,3518,Miscelânea,Centro,494.49,mi
2024-10-22,9488,7015,Alimentos,Sul,107.85,mi
2025-04-10,1841,589,Miscelânea,Norte,345.27,km
2025-08-13,4301,1610,Eletrônicos,Centro,396.43,km
2025-07-24,2808,3545,Serviços,Sul,177.09,mi
2025-09-29,9899,6468,Miscelânea,Leste,243.65,mi
2025-03-23,4037,1583,Miscelânea,Centro,47.95,mi
2024-03-24,333,124,Roupas,Centro,388.66,km
2025-06-01,7958,3059,Serviços,Centro,434.76,km
2024-04-11,3737,3132,Serviços,Oeste,465.43,mi
2025-05-19,3804,2147,Alimentos,Norte,167.99,mi
2025-12-03,4931,1885,Roupas,Oeste,485.15,mi
2025-10-10,2795,2399,Eletrônicos,Oeste,461.2,km
2025-11-10,1972,1606,Serviços,Sul,99.0,mi
2025-10-11,5089,1723,Eletrônicos,Centro,483.76,km
2025-12-08,5278,2254,Miscelânea,Oeste,282.68,km
2025-06-13,7071,5567,Alimentos,Sul,185.43,mi
2025-01-31,7379,2378,Miscelânea,Centro,229.84,km
2024-11-01,2876,1017,Eletrônicos,Norte,420.3,km
2024-12-23,8949,4022,Serviços,Oeste,228.44,km
2025-07-21,570,499,Eletrônicos,Oeste,427.21,mi
2024-11-24,6015,5234,Eletrônicos,Leste,440.38,mi
2025-01-30,7150,2236,Eletrônicos,Centro,364.25,km
2025-10-06,2046,1055,Miscelânea,Norte,403.66,mi
2025-12-03,5904,2770,Serviços,Oeste,231.15,km
2025-07-28,6406,5423,Serviços,Oeste,190.03,mi
2025-10-04,6731,638,Eletrônicos,Sul,325.89,mi
2024-02-27,1761,2230,Eletrônicos,Centro,20.02,mi
2024-08-13,5409,3737,Alimentos,Oeste,190.9,mi
2025-09-30,7696,4965,Alimentos,Sul,222.46,mi
2025-07-13,3120,1184,Serviços,Centro,135.68,km
2025-04-30,1374,675,Eletrônicos,Leste,51.48,km
2024-07-29,6338,3734,Miscelânea,Norte,250.19,mi
2025-07-24,6863,1819,Serviços,Centro,138.05,mi
2024-03-14,4291,2908,Roupas,Centro,422.67,km
2024-07-16,8533,6151,Roupas,Norte,59.45,mi
2024-09-21,1494,1113,Eletrônicos,Oeste,364.84,mi
2025-07-05,3484,1522,Serviços,Oeste,324.01,mi
2025-05-27,9844,4692,Roupas,Sul,473.65,mi
2025-07-26,8137,2607,Serviços,Oeste,241.85,mi
2024-12-31,2023,1487,Miscelânea,Norte,127.42,mi
2025-12-19,4633,1860,Alimentos,Oeste,364.53,mi
2024-06-16,7074,3937,Miscelânea,Norte,105.43,mi
2025-09-07,1154,3184,Eletrônicos,Norte,152.01,mi
2025-08-20,2887,998,Serviços,Centro,103.76,mi
2024-01-15,6769,3796,Roupas,Leste,72.03,mi
2024-09-08,3181,1686,Alimentos,Norte,210.82,mi
2025-01-14,6241,5577,Miscelânea,Centro,354.25,km
2025-02-05,8844,7007,Eletrônicos,Centro,191.87,km
2025-01-30,9252,4896,Roupas,Centro,490.12,mi
2025-01-27,1643,1454,Eletrônicos,Sul,255.09,km
2024-12-15,8207,5048,Eletrônicos,Leste,294.89,km
2024-07-18,8114,3968,Miscelânea,Leste,83.49,mi
2025-11-13,6737,3312,Miscelânea,Centro,407.76,km
2024-03-30,6720,2543,Serviços,Norte,347.32,mi
2025-01-17,9635,6140,Serviços,Leste,182.17,mi
2025-04-20,5547,2750,Miscelânea,Norte,185.01,mi
2024-01-04,5366,3099,Miscelânea,Leste,204.16,km
2024-04-02,3142,1169,Serviços,Centro,187.32,mi
2025-12-18,317,7799,Eletrônicos,Sul,178.12,mi
2025-09-14,9402,3833,Serviços,Oeste,201.27,mi
2025-09-29,2039,1573,Miscelânea,Leste,210.45,mi
2024-11-23,7559,6118,Alimentos,Norte,180.81,mi
2024-08-07,9507,5097,Eletrônicos,Centro,345.96,mi
2024-01-02,2200,1921,Miscelânea,Norte,256.16,km
2025-07-26,9307,8036,Serviços,Centro,248.21,mi
2025-05-09,5222,1880,Serviços,Oeste,411.42,mi
2025-06-25,4057,1326,Alimentos,Norte,491.94,mi
2025-03-10,2171,919,Roupas,Leste,303.75,mi
2025-03-24,688,212,Eletrônicos,Leste,306.38,km
2025-02-22,2925,2204,Alimentos,Leste,466.56,mi
2025-02-12,8083,5751,Alimentos,Leste,278.75,km
2024-11-02,6665,3463,Serviços,Norte,366.86,mi
2024-08-08,7967,2584,Eletrônicos,Centro,277.21,km
2025-11-25,6486,3458,Roupas,Centro,232.62,mi
2024-12-16,381,329,Roupas,Norte,222.2,mi
2024-09-08,8778,2977,Alimentos,Norte,124.89,mi
2025-03-09,7587,4961,Serviços,Leste,279.02,km
2025-07-06,8784,6200,Miscelânea,Sul,209.99,mi
2024-08-05,3839,1901,Eletrônicos,Oeste,465.27,km
2025-07-08,566,201,Eletrônicos,Centro,225.54,mi
2025-03-05,496,4017,Alimentos,Sul,233.41,km
2025-12-02,6284,2440,Alimentos,Norte,94.82,km
2025-12-05,3938,1723,Roupas,Sul,120.18,mi
2025-10-18,510,311,Eletrônicos,Leste,40.69,mi
2025-11-10,7426,5981,Miscelânea,Sul,124.94,km
2024-11-29,4037,2603,Serviços,Sul,381.17,km
2025-06-19,1563,492,Eletrônicos,Sul,400.91,mi
2024-11-07,196,152,Alimentos,Leste,364.49,km
2025-07-30,5934,3135,Roupas,Sul,54.57,mi
2025-03-08,1668,677,Eletrônicos,Oeste,358.73,mi
2024-07-14,7249,5555,Miscelânea,Oeste,455.14,km
2025-03-29,4792,3015,Eletrônicos,Centro,375.1,mi
2024-05-12,835,670,Serviços,Oeste,48.03,mi
2024-06-24,2694,3318,Miscelânea,Leste,382.79,mi
2025-07-28,7548,1281,Roupas,Oeste,35.75,mi
2025-11-01,4296,3260,Eletrônicos,Norte,434.36,km
2025-08-29,6373,2543,Eletrônicos,Norte,285.37,km
2025-09-24,5531,4797,Eletrônicos,Sul,456.19,km
2025-08-13,8984,2591,Serviços,Norte,279.36,km
2024-09-24,3697,1227,Roupas,Sul,437.68,km
2025-03-23,5894,2216,Serviços,Leste,419.0,km
2025-04-09,3536,2436,Miscelânea,Leste,163.74,mi
2024-04-04,9722,3867,Roupas,Centro,290.26,mi
2024-08-11,9088,4139,Serviços,Centro,241.94,km
2025-05-05,4492,2583,Alimentos,Centro,472.55,mi
2025-10-05,8212,5705,Serviços,Oeste,382.58,mi
2024-04-08,1795,1492,Alimentos,Norte,195.83,km
2024-12-12,9314,7649,Roupas,Sul,28.88,km
2024-09-07,6155,5257,Eletrônicos,Norte,56.65,km
2024-08-19,2683,961,Roupas,Centro,395.24,km
2025-09-11,8963,3164,Roupas,Oeste,483.24,mi
2025-11-20,4884,3501,Alimentos,Leste,303.93,mi
2024-06-06,4801,2838,Serviços,Leste,370.67,km
2024-01-31,1524,975,Miscelânea,Sul,98.38,km
2024-05-13,6428,6115,Miscelânea,Oeste,493.37,km
2025-04-02,7746,3626,Eletrônicos,Norte,315.07,mi
2024-06-02,4729,2846,Alimentos,Oeste,163.52,km
2025-02-16,187,73,Miscelânea,Sul,70.11,km
2025-04-16,2107,1850,Eletrônicos,Centro,2.74,mi
2024-08-21,2293,1200,Eletrônicos,Centro,297.39,mi
2025-05-18,5670,4867,Miscelânea,Sul,351.67,mi
2025-12-22,6720,4631,Roupas,Centro,2.09,mi
2024-08-17,5640,4259,Alimentos,Sul,41.9,mi
2025-05-16,8185,7258,Miscelânea,Norte,371.57,mi
2025-06-19,2609,2085,Miscelânea,Centro,404.34,km
2024-08-18,1850,922,Alimentos,Leste,313.01,mi
2025-04-12,4153,3346,Eletrônicos,Sul,125.94,mi
2025-01-08,5136,3178,Alimentos,Norte,188.44,km
2025-07-23,2619,1315,Alimentos,Centro,72.61,km
2024-09-30,1596,1309,Serviços,Centro,30.72,mi
2024-03-26,6343,3635,Serviços,Norte,483.56,mi
2025-02-17,2492,1072,Roupas,Oeste,399.46,km
2025-12-15,6670,4718,Eletrônicos,Oeste,241.06,km
2024-12-31,8441,2909,Miscelânea,Oeste,453.14,km
2025-06-23,8882,5317,Roupas,Leste,231.67,mi
2025-07-30,8372,7512,Roupas,Centro,491.38,mi
2025-01-10,8741,7259,Roupas,Norte,433.32,mi
2024-07-08,7798,5180,Miscelânea,Sul,162.03,km
2025-06-15,6259,3276,Serviços,Leste,396.44,mi
2025-06-24,4459,2988,Miscelânea,Leste,335.47,mi
2024-10-31,9321,6229,Miscelânea,Oeste,95.76,km
2025-07-09,1219,614,Serviços,Norte,257.95,km
2025-08-17,5837,3006,Roupas,Oeste,470.54,mi
2024-06-30,9340,6763,Roupas,Norte,358.91,km
2024-05-25,5475,2298,Serviços,Sul,275.24,km
2025-05-06,762,316,Serviços,Leste,244.36,km
2024-06-29,5774,4719,Alimentos,Leste,29.33,mi
2024-11-17,7739,3088,Eletrônicos,Norte,94.4,mi
2024-01-08,6365,4811,Roupas,Oeste,264.89,km
2024-05-30,4406,3962,Eletrônicos,Oeste,154.33,km
2025-03-18,1159,907,Serviços,Norte,302.75,mi
2025-05-26,1920,1496,Miscelânea,Sul,42.22,mi
2024-01-17,298,188,Serviços,Oeste,231.64,mi
2025-05-03,6017,4189,Eletrônicos,Oeste,414.69,km
2025-03-04,968,529,Eletrônicos,Centro,247.81,km
2025-12-11,5714,1941,Serviços,Oeste,465.13,mi
2024-12-23,8905,3116,Eletrônicos,Leste,116.38,km
2024-04-16,9361,7553,Miscelânea,Leste,95.55,mi
2025-09-29,7667,4396,Eletrônicos,Norte,455.12,km
2025-02-11,6636,3772,Roupas,Centro,99.37,mi
2024-11-10,9789,7704,Miscelânea,Oeste,212.3,km
2024-07-15,9823,5814,Roupas,Centro,324.36,km
2024-04-23,7696,4250,Serviços,Leste,431.31,km
2024-11-24,6839,5360,Roupas,Norte,107.76,mi
2024-02-10,9036,6065,Roupas,Sul,373.39,mi
2025-07-20,9205,8203,Roupas,Oeste,424.24,mi
2025-11-19,1594,1377,Miscelânea,Sul,404.25,km
2025-09-26,8478,6248,Roupas,Centro,482.34,km
2024-07-26,8671,3942,Serviços,Norte,114.45,mi
2025-06-10,6821,4258,Serviços,Sul,115.47,km
2024-04-29,617,358,Roupas,Oeste,141.35,km
2025-08-22,330,265,Miscelânea,Oeste,355.02,mi
2024-03-29,8632,3267,Roupas,Sul,254.36,km
2024-12-31,7889,1334,Alimentos,Leste,218.44,mi
2025-05-14,8898,7275,Miscelânea,Oeste,80.85,km
2024-11-18,3727,1833,Alimentos,Centro,350.34,mi
2025-08-12,266,233,Roupas,Norte,40.48,km
2025-06-11,9990,6881,Serviços,Centro,70.76,km
2025-11-01,7851,6419,Roupas,Sul,376.88,mi
2024-10-08,8375,4922,Eletrônicos,Leste,344.63,mi
2025-02-16,7619,2911,Miscelânea,Oeste,455.99,mi
2025-08-17,169,130,Alimentos,Sul,493.6,km
2024-01-13,6997,3021,Eletrônicos,Oeste,126.82,mi
2025-11-25,8442,6067,Roupas,Centro,350.06,km
2025-12-06,5841,1780,Alimentos,Centro,408.01,km
2024-06-11,4921,4812,Serviços,Oeste,481.29,mi
2024-12-31,2157,1774,Eletrônicos,Centro,213.6,km
2024-02-16,8420,6639,Roupas,Leste,80.66,km
2024-08-29,7185,4989,Eletrônicos,Centro,336.51,mi
2025-08-05,2291,1771,Eletrônicos,Norte,277.77,mi
2024-10-01,5812,6204,Alimentos,Centro,458.86,mi
2025-07-18,1408,2475,Miscelânea,Oeste,231.59,mi
2025-06-11,4450,2730,Alimentos,Centro,126.66,km
2025-09-06,4757,2822,Roupas,Oeste,264.57,km
2025-04-30,5297,5301,Alimentos,Oeste,454.52,mi
2025-10-25,3151,1677,Alimentos,Centro,427.19,mi
2025-06-11,6189,2243,Serviços,Centro,361.49,mi
2024-06-19,129,115,Miscelânea,Norte,252.61,km
2024-03-25,149,75,Alimentos,Sul,343.09,km
2024-04-10,298,192,Alimentos,Leste,325.35,km
2024-02-22,5699,5101,Eletrônicos,Centro,156.93,km
2025-11-15,9447,3094,Roupas,Norte,262.78,km
2024-05-07,6339,2374,Roupas,Centro,342.8,km
2025-01-17,8542,5664,Alimentos,Oeste,5.16,km
2025-09-26,460,330,Alimentos,Sul,170.45,km
2024-02-21,4003,2884,Alimentos,Leste,462.19,km
2025-05-12,5921,3323,Serviços,Sul,169.0,km
2024-07-20,9645,8297,Alimentos,Norte,263.9,km
2025-06-25,3908,3097,Alimentos,Oeste,199.72,km
2024-01-09,2472,2726,Alimentos,Centro,279.74,mi
2025-06-02,5512,3016,Serviços,Sul,49.8,mi
2025-03-15,811,346,Serviços,Oeste,55.94,mi
2024-03-12,404,270,Alimentos,Centro,383.87,km
2024-03-16,9671,6330,Eletrônicos,Leste,363.94,mi
2025-07-01,7932,6742,Miscelânea,Sul,108.59,mi
2024-09-08,2903,1094,Serviços,Sul,324.26,km
2024-02-16,794,366,Alimentos,Sul,291.85,mi
2024-01-12,8118,5620,Serviços,Sul,432.26,mi
2025-08-24,4921,2074,Serviços,Oeste,266.24,mi
2025-03-03,4714,2330,Miscelânea,Leste,112.32,km
2025-10-28,6010,3818,Miscelânea,Oeste,386.13,km
2024-01-31,1794,7319,Miscelânea,Sul,122.26,km
2024-12-22,4805,4571,Miscelânea,Centro,447.92,mi
2024-12-05,4398,3828,Alimentos,Oeste,231.39,mi
2024-04-03,4400,2327,Roupas,Leste,437.6,km
2024-05-05,1306,4423,Serviços,Norte,492.63,mi
2024-04-01,198,131,Roupas,Sul,142.87,km
2025-04-09,9716,8290,Serviços,Oeste,98.36,mi
2025-12-01,7294,5035,Eletrônicos,Centro,343.61,mi
2025-05-18,7266,6176,Alimentos,Norte,458.1,km
2025-06-14,5140,3988,Alimentos,Leste,464.81,km
2025-04-11,9077,4997,Eletrônicos,Norte,51.91,mi
2025-11-09,8580,5873,Miscelânea,Sul,282.33,mi
2025-11-16,9453,6127,Roupas,Norte,194.99,km
2024-09-14,4317,3247,Eletrônicos,Centro,109.32,km
2024-03-31,5796,5187,Eletrônicos,Norte,43.54,km
2024-09-23,4324,3589,Alimentos,Leste,111.54,km
2025-09-07,5075,1598,Roupas,Centro,334.21,km
2024-11-04,7709,2976,Miscelânea,Centro,19.92,km
2025-04-16,4320,3002,Serviços,Leste,304.3,km
2024-07-31,7797,1898,Alimentos,Norte,378.52,mi
2024-07-21,2695,2096,Eletrônicos,Norte,286.31,km
2024-05-23,2123,726,Alimentos,Sul,175.44,km
2025-12-04,4348,2464,Serviços,Oeste,327.83,km
2024-07-04,3077,1005,Serviços,Leste,94.47,km
2024-11-17,1793,1447,Serviços,Centro,239.92,mi
2024-03-22,2677,1146,Eletrônicos,Oeste,329.72,km
2025-03-20,6905,5097,Roupas,Centro,91.86,km
2024-05-12,6912,2492,Roupas,Oeste,290.23,km
2025-07-20,5074,3502,Alimentos,Sul,2.02,mi
2024-01-03,159,93,Miscelânea,Oeste,285.42,km
2025-06-24,6913,4148,Eletrônicos,Norte,318.93,km
2025-08-31,2211,1433,Alimentos,Sul,151.82,km
2024-11-21,220,81,Roupas,Norte,446.19,km
2025-04-19,4250,1561,Roupas,Oeste,98.23,mi
2024-07-02,598,392,Serviços,Sul,386.59,mi
2025-11-06,5734,3484,Alimentos,Leste,162.23,mi
2025-12-25,4779,3391,Serviços,Centro,492.4,mi
2024-01-31,2161,1669,Alimentos,Leste,301.98,mi
2025-02-27,5233,4193,Eletrônicos,Sul,46.0,mi
2025-02-10,2267,1048,Eletrônicos,Centro,407.1,mi
2025-06-09,1743,2479,Eletrônicos,Norte,405.5,km
2024-09-05,1851,1601,Roupas,Leste,378.16,km
2024-03-15,4359,2355,Eletrônicos,Centro,276.13,mi
2024-05-07,1578,847,Miscelânea,Leste,335.64,km
2025-01-04,7395,6572,Eletrônicos,Sul,55.68,km
2025-01-15,6643,3750,Miscelânea,Leste,387.56,mi
2025-02-23,364,125,Eletrônicos,Leste,380.26,km
2024-03-28,4608,3269,Serviços,Oeste,147.41,mi
2025-01-29,5998,2698,Miscelânea,Centro,183.99,mi
2024-08-06,1179,1054,Roupas,Oeste,263.5,km
2025-05-21,9918,4864,Alimentos,Centro,464.84,km
2025-08-25,132,85,Roupas,Oeste,149.0,mi
2024-05-19,370,173,Miscelânea,Leste,204.43,km
2025-09-26,2845,1304,Roupas,Oeste,200.4,mi
2025-04-15,4186,2573,Alimentos,Norte,417.48,km
2024-05-05,2235,813,Eletrônicos,Leste,495.25,km
2024-01-03,7270,4275,Serviços,Leste,127.56,km
2025-02-21,8419,2535,Eletrônicos,Sul,395.17,km
2025-08-26,4866,3254,Serviços,Oeste,439.63,km
2024-04-01,8375,5372,Miscelânea,Sul,161.72,mi
2024-08-01,1141,498,Serviços,Norte,337.27,mi
2024-04-21,985,705,Miscelânea,Oeste,184.61,mi
2025-03-16,4068,3568,Roupas,Norte,407.07,km
2024-12-10,6873,3842,Serviços,Sul,309.78,km
2025-08-24,6574,4022,Roupas,Leste,170.83,km
2025-05-27,4127,1625,Roupas,Oeste,92.1,km
2025-02-06,9099,4592,Eletrônicos,Sul,436.39,mi
2025-02-19,8863,7288,Serviços,Sul,461.83,mi
2025-01-18,2121,667,Miscelânea,Oeste,80.13,km
2024-05-08,9604,2641,Roupas,Leste,322.98,mi
2025-12-22,1861,1451,Alimentos,Sul,124.68,km
2025-01-04,6297,3623,Miscelânea,Norte,40.76,mi
2024-06-28,8424,4536,Miscelânea,Leste,7.64,km
2025-12-23,6065,4952,Roupas,Leste,212.07,mi
2024-09-19,6193,2556,Roupas,Norte,51.63,km
2024-10-15,3918,5535,Roupas,Norte,277.97,mi
2025-09-30,1659,744,Alimentos,Oeste,56.71,km
2025-06-27,6923,6113,Alimentos,Sul,202.62,km
2024-06-30,4312,1797,Eletrônicos,Norte,254.85,mi
2025-11-03,2519,2266,Alimentos,Sul,343.49,km
2025-03-03,9373,7620,Eletrônicos,Sul,456.86,km
2024-05-03,2356,1389,Serviços,Centro,37.64,km
2024-09-18,4619,4155,Alimentos,Centro,498.59,km
2024-07-12,8398,7384,Roupas,Leste,100.84,km
2025-04-17,5654,2915,Alimentos,Centro,38.25,km
2024-10-29,3658,1433,Eletrônicos,Oeste,421.17,km
2025-06-13,3933,2361,Miscelânea,Sul,120.01,km
2024-05-15,5617,5011,Eletrônicos,Oeste,308.57,km
2025-03-12,5314,1648,Eletrônicos,Norte,110.75,km
2025-06-24,5940,5252,Alimentos,Oeste,150.33,km
2025-03-08,1745,1149,Miscelânea,Centro,466.45,km
2024-06-14,9046,3262,Miscelânea,Sul,332.89,km
2024-10-06,3596,2907,Eletrônicos,Sul,33.37,km
2025-02-13,2818,1130,Alimentos,Centro,136.46,mi
