idade,escolaridade,estado_civil,gastos_mensais,cidade,genero,renda
61,Médio,Casado,2972.79,Porto Alegre,Masculino,3639.75
22,Superior,Casado,2004.65,São Paulo,Feminino,4834.42
23,Médio,Casado,1922.63,Rio de Janeiro,Feminino,3427.19
43,Médio,Divorciado,1599.12,Belo Horizonte,Feminino,5412.58
21,Médio,Solteiro,1055.39,São Paulo,Feminino,3455.92
36,Superior,Divorciado,2269.73,Belo Horizonte,Masculino,5990.01
37,Superior,Divorciado,2694.4,São Paulo,Feminino,5688.81
50,Médio,Solteiro,2273.51,Rio de Janeiro,Masculino,6575.45
37,Fundamental,Solteiro,1708.68,Rio de Janeiro,Masculino,6024.69
66,Superior,Casado,3453.43,Porto Alegre,Feminino,8469.9
29,Fundamental,Solteiro,1900.11,Rio de Janeiro,Masculino,4278.56
64,Médio,Solteiro,2729.03,Belo Horizonte,Feminino,5202.79
18,Superior,Solteiro,1684.66,Rio de Janeiro,Feminino,5260.88
43,Superior,Solteiro,2792.13,São Paulo,Masculino,6676.38
31,Superior,Casado,2668.48,Rio de Janeiro,Masculino,5624.39
55,Superior,Casado,2785.73,Belo Horizonte,Masculino,7307.06
54,Médio,Solteiro,3094.29,São Paulo,Feminino,4939.32
28,Superior,Solteiro,2170.01,Porto Alegre,Feminino,4755.42
53,Superior,Casado,2898.99,Porto Alegre,Masculino,6342.59
30,Fundamental,Casado,1940.28,Porto Alegre,Feminino,3990.44
60,Fundamental,Solteiro,2830.99,São Paulo,Feminino,4809.18
20,Médio,Divorciado,929.82,Porto Alegre,Masculino,2754.12
50,Médio,Casado,2467.55,Rio de Janeiro,Feminino,5522.08
23,Superior,Casado,2363.4,São Paulo,Masculino,6452.27
67,Superior,Casado,3818.38,São Paulo,Masculino,7636.41
27,Fundamental,Solteiro,1775.27,São Paulo,Masculino,4247.84
22,Fundamental,Solteiro,1553.17,Salvador,Feminino,3237.44
40,Pós-graduação,Casado,3417.4,Belo Horizonte,Masculino,8049.21
27,Fundamental,Solteiro,2347.53,Salvador,Masculino,1298.43
61,Médio,Solteiro,2858.06,Salvador,Masculino,5156.05
19,Médio,Casado,1515.28,Salvador,Masculino,4119.35
30,Médio,Solteiro,2277.06,Belo Horizonte,Feminino,2672.81
57,Fundamental,Divorciado,2371.06,Salvador,Masculino,4097.14
19,Fundamental,Solteiro,1588.79,Porto Alegre,Feminino,4174.22
37,Fundamental,Solteiro,2832.3,São Paulo,Masculino,4500.91
18,Médio,Casado,1676.01,São Paulo,Feminino,3580.36
54,Médio,Casado,2850.03,Rio de Janeiro,Feminino,5977.19
26,Médio,Divorciado,1681.39,Porto Alegre,Feminino,1000.0
34,Superior,Solteiro,2695.89,Belo Horizonte,Feminino,3381.58
26,Superior,Divorciado,2644.76,São Paulo,Masculino,6379.51
28,Fundamental,Divorciado,1385.75,Salvador,Masculino,3155.13
32,Médio,Casado,1931.11,Rio de Janeiro,Feminino,4439.7
41,Superior,Solteiro,2834.92,Rio de Janeiro,Feminino,5892.66
55,Médio,Casado,2633.09,São Paulo,Feminino,5475.0
52,Médio,Divorciado,2413.86,Porto Alegre,Masculino,5792.03
47,Superior,Divorciado,3328.56,Rio de Janeiro,Feminino,6981.97
48,Superior,Casado,3001.09,São Paulo,Feminino,7959.52
66,Superior,Casado,3269.66,Porto Alegre,Masculino,6645.61
22,Médio,Casado,1955.27,São Paulo,Masculino,4119.32
61,Superior,Casado,3746.93,São Paulo,Masculino,7875.53
67,Médio,Casado,3352.22,Porto Alegre,Masculino,5876.56
31,Superior,Divorciado,2305.31,Porto Alegre,Masculino,4202.59
28,Médio,Casado,1728.28,Porto Alegre,Masculino,3374.19
26,Fundamental,Solteiro,1467.97,São Paulo,Feminino,3624.65
51,Superior,Divorciado,3106.2,Rio de Janeiro,Feminino,8559.02
29,Médio,Divorciado,2199.57,Belo Horizonte,Masculino,1725.78
52,Médio,Solteiro,2729.25,Belo Horizonte,Feminino,5186.08
52,Pós-graduação,Solteiro,4085.62,São Paulo,Masculino,7826.62
18,Fundamental,Divorciado,957.89,São Paulo,Feminino,2765.07
57,Médio,Casado,2752.05,Rio de Janeiro,Masculino,5547.77
39,Fundamental,Divorciado,2419.5,Porto Alegre,Masculino,5240.3
46,Superior,Divorciado,2697.33,São Paulo,Feminino,6157.71
25,Superior,Solteiro,1910.54,Salvador,Feminino,2945.76
28,Médio,Divorciado,1477.85,Porto Alegre,Masculino,2455.64
58,Superior,Casado,3271.32,São Paulo,Masculino,7523.7
54,Médio,Solteiro,2250.36,Salvador,Masculino,3083.31
31,Superior,Divorciado,2871.91,Rio de Janeiro,Masculino,6771.23
47,Médio,Divorciado,2564.48,Salvador,Masculino,2768.8
52,Médio,Casado,2499.78,São Paulo,Masculino,5117.81
38,Pós-graduação,Divorciado,3115.85,Belo Horizonte,Feminino,7718.99
54,Médio,Divorciado,2944.58,São Paulo,Feminino,5197.78
22,Fundamental,Divorciado,2062.27,Belo Horizonte,Feminino,1756.82
36,Médio,Divorciado,1799.82,Rio de Janeiro,Feminino,4709.17
31,Pós-graduação,Casado,2710.05,Rio de Janeiro,Feminino,7056.69
43,Médio,Divorciado,2182.8,Porto Alegre,Masculino,5361.79
21,Fundamental,Divorciado,1442.62,Porto Alegre,Masculino,3871.98
42,Médio,Divorciado,1718.57,Belo Horizonte,Feminino,4606.33
62,Médio,Solteiro,2615.54,Belo Horizonte,Masculino,5121.55
59,Fundamental,Casado,2558.86,Rio de Janeiro,Feminino,5731.17
42,Superior,Solteiro,2399.95,Salvador,Feminino,5375.94
35,Pós-graduação,Solteiro,3182.08,Belo Horizonte,Masculino,5040.34
57,Médio,Casado,2672.25,Belo Horizonte,Masculino,4852.95
25,Médio,Solteiro,1935.19,Salvador,Feminino,2457.5
56,Médio,Solteiro,2384.57,Porto Alegre,Feminino,4714.38
57,Fundamental,Solteiro,2900.17,Porto Alegre,Feminino,4902.16
31,Superior,Casado,2473.42,Belo Horizonte,Feminino,4564.4
49,Médio,Divorciado,2305.46,Porto Alegre,Masculino,5383.1
68,Médio,Casado,3521.29,Porto Alegre,Feminino,4325.05
55,Superior,Casado,3183.81,Porto Alegre,Masculino,5756.03
50,Médio,Casado,2342.04,Rio de Janeiro,Feminino,5171.61
40,Superior,Solteiro,2784.31,São Paulo,Feminino,7655.46
32,Fundamental,Divorciado,1676.05,Belo Horizonte,Masculino,3631.06
50,Superior,Casado,2946.97,Belo Horizonte,Masculino,5982.62
42,Pós-graduação,Casado,3868.73,Rio de Janeiro,Masculino,8970.51
34,Superior,Divorciado,1989.12,São Paulo,Masculino,5677.94
50,Pós-graduação,Divorciado,3341.53,São Paulo,Masculino,9375.16
64,Fundamental,Divorciado,2875.72,Rio de Janeiro,Feminino,6597.8
19,Médio,Solteiro,1460.08,Salvador,Feminino,4187.5
31,Superior,Divorciado,2279.81,Salvador,Feminino,4670.94
57,Médio,Solteiro,3217.97,São Paulo,Masculino,5555.55
57,Médio,Casado,2543.55,Salvador,Masculino,4992.15
68,Médio,Solteiro,3159.05,Salvador,Masculino,5339.2
56,Fundamental,Divorciado,2496.23,Salvador,Feminino,5567.67
68,Médio,Solteiro,3159.76,São Paulo,Masculino,6183.55
23,Fundamental,Divorciado,1970.7,Salvador,Feminino,2089.66
23,Superior,Solteiro,2167.69,Belo Horizonte,Feminino,6004.53
20,Médio,Casado,1428.46,São Paulo,Feminino,5915.22
24,Fundamental,Solteiro,1682.94,Rio de Janeiro,Masculino,2632.47
68,Médio,Casado,3200.52,Salvador,Feminino,5880.18
25,Médio,Divorciado,2009.94,Porto Alegre,Feminino,3997.14
59,Superior,Casado,3347.11,São Paulo,Feminino,7693.36
69,Médio,Divorciado,3046.15,Rio de Janeiro,Masculino,8023.88
32,Médio,Divorciado,2343.64,Belo Horizonte,Feminino,2258.1
64,Superior,Casado,3232.02,Rio de Janeiro,Masculino,7136.29
46,Médio,Casado,2256.32,Salvador,Masculino,4406.81
50,Fundamental,Solteiro,3038.11,Porto Alegre,Feminino,5419.87
69,Médio,Solteiro,3040.98,Salvador,Feminino,6657.31
47,Pós-graduação,Casado,3607.71,Rio de Janeiro,Masculino,7144.12
56,Médio,Casado,2413.93,São Paulo,Feminino,4023.66
44,Médio,Casado,2620.3,Porto Alegre,Masculino,4979.56
53,Fundamental,Casado,2244.81,Porto Alegre,Masculino,4766.56
46,Fundamental,Divorciado,2012.52,Rio de Janeiro,Masculino,5464.37
55,Médio,Casado,2917.74,Salvador,Feminino,5553.83
50,Médio,Casado,2391.57,Rio de Janeiro,Masculino,4690.06
54,Fundamental,Casado,2547.29,Porto Alegre,Masculino,4460.17
44,Pós-graduação,Casado,3449.18,Rio de Janeiro,Feminino,8723.69
50,Superior,Divorciado,2912.98,Porto Alegre,Feminino,5049.18
21,Médio,Solteiro,1315.68,Salvador,Masculino,2507.64
39,Superior,Solteiro,2499.63,São Paulo,Masculino,6554.85
19,Fundamental,Solteiro,1277.56,São Paulo,Masculino,4473.54
27,Médio,Solteiro,2158.41,Rio de Janeiro,Feminino,2903.71
22,Superior,Solteiro,2521.71,Porto Alegre,Masculino,5267.06
27,Superior,Divorciado,2057.79,São Paulo,Masculino,6286.81
50,Superior,Solteiro,3130.64,Porto Alegre,Feminino,5157.74
55,Médio,Divorciado,2568.23,Salvador,Feminino,6999.22
30,Pós-graduação,Divorciado,3337.82,Rio de Janeiro,Masculino,6549.46
48,Fundamental,Solteiro,3150.83,Porto Alegre,Feminino,5134.52
64,Superior,Solteiro,3639.53,Rio de Janeiro,Masculino,7977.54
53,Pós-graduação,Solteiro,3435.88,Porto Alegre,Masculino,7236.4
62,Fundamental,Casado,2512.33,Porto Alegre,Feminino,5190.24
41,Superior,Divorciado,2803.42,Salvador,Masculino,6083.66
69,Fundamental,Solteiro,3023.23,Rio de Janeiro,Masculino,9304.68
32,Médio,Casado,1527.27,Belo Horizonte,Feminino,2151.46
46,Médio,Divorciado,2403.81,Porto Alegre,Masculino,1588.89
25,Médio,Casado,2383.71,Porto Alegre,Feminino,2239.86
22,Pós-graduação,Casado,2901.71,São Paulo,Masculino,7069.87
46,Superior,Solteiro,2531.46,Rio de Janeiro,Feminino,7465.49
64,Médio,Divorciado,2914.48,Belo Horizonte,Feminino,5296.47
21,Superior,Casado,2242.04,Salvador,Feminino,4397.81
29,Pós-graduação,Divorciado,3017.73,Belo Horizonte,Feminino,7986.67
62,Fundamental,Solteiro,2369.12,Salvador,Feminino,4309.12
19,Pós-graduação,Divorciado,2534.8,Belo Horizonte,Feminino,7612.52
44,Fundamental,Casado,2398.31,Belo Horizonte,Masculino,4820.53
48,Superior,Casado,2884.03,Rio de Janeiro,Masculino,8399.61
68,Médio,Divorciado,2461.3,São Paulo,Feminino,5457.08
68,Fundamental,Casado,2994.5,Belo Horizonte,Masculino,5047.8
53,Médio,Casado,2825.24,Porto Alegre,Feminino,3188.75
53,Superior,Casado,2918.41,Porto Alegre,Feminino,6450.2
43,Médio,Solteiro,2149.02,Porto Alegre,Masculino,4470.93
60,Fundamental,Solteiro,3219.34,São Paulo,Feminino,8008.51
44,Médio,Casado,2260.05,Belo Horizonte,Masculino,4280.81
22,Pós-graduação,Divorciado,2693.57,Salvador,Feminino,4582.73
37,Médio,Solteiro,1550.67,Salvador,Feminino,4794.19
28,Médio,Divorciado,1524.14,Rio de Janeiro,Masculino,3486.67
27,Médio,Casado,2466.9,São Paulo,Feminino,3080.5
57,Fundamental,Casado,3206.65,Belo Horizonte,Feminino,5551.98
55,Superior,Divorciado,3291.86,Porto Alegre,Feminino,5482.13
23,Superior,Solteiro,1503.95,São Paulo,Masculino,5051.1
25,Médio,Divorciado,1350.5,São Paulo,Masculino,5652.49
40,Médio,Divorciado,1792.46,Belo Horizonte,Masculino,4513.56
64,Superior,Casado,3008.07,Rio de Janeiro,Masculino,8297.02
43,Médio,Solteiro,2174.19,Rio de Janeiro,Masculino,3773.57
63,Superior,Divorciado,3624.22,Rio de Janeiro,Feminino,8355.54
60,Superior,Solteiro,3110.43,Porto Alegre,Masculino,6222.57
29,Superior,Casado,2276.87,Porto Alegre,Masculino,4505.89
43,Médio,Solteiro,2197.84,Belo Horizonte,Feminino,4558.49
30,Médio,Casado,2170.97,Rio de Janeiro,Feminino,4508.32
57,Pós-graduação,Solteiro,3977.96,Belo Horizonte,Masculino,6386.72
35,Médio,Divorciado,2098.6,Rio de Janeiro,Feminino,5702.0
42,Superior,Casado,3143.53,São Paulo,Feminino,7647.55
50,Médio,Divorciado,2385.14,Salvador,Feminino,3912.65
64,Superior,Casado,3944.08,Salvador,Masculino,7308.91
57,Médio,Solteiro,2528.18,Rio de Janeiro,Feminino,6763.5
60,Fundamental,Solteiro,2209.57,Belo Horizonte,Feminino,3131.33
29,Fundamental,Casado,1491.12,Porto Alegre,Masculino,2934.77
61,Superior,Casado,2924.46,Rio de Janeiro,Feminino,5372.6
53,Superior,Casado,2867.94,Rio de Janeiro,Feminino,7784.04
65,Médio,Solteiro,3288.58,Porto Alegre,Masculino,5696.51
21,Médio,Casado,1495.26,Rio de Janeiro,Masculino,3394.72
22,Superior,Casado,1753.5,São Paulo,Masculino,5449.76
54,Fundamental,Divorciado,2183.14,Porto Alegre,Feminino,4331.87
25,Médio,Casado,1732.74,São Paulo,Masculino,2209.66
59,Fundamental,Divorciado,3227.42,Salvador,Masculino,6250.33
66,Fundamental,Divorciado,3046.31,Porto Alegre,Feminino,5555.17
45,Médio,Divorciado,2633.16,Porto Alegre,Feminino,4105.73
48,Médio,Solteiro,2560.55,Belo Horizonte,Feminino,4262.21
26,Fundamental,Divorciado,1322.05,Belo Horizonte,Feminino,4007.73
68,Médio,Casado,3220.41,Porto Alegre,Feminino,3813.17
46,Médio,Solteiro,2038.29,Salvador,Masculino,3424.63
31,Médio,Solteiro,1804.97,Rio de Janeiro,Masculino,4762.97
57,Médio,Solteiro,2493.2,Belo Horizonte,Masculino,5965.57
58,Superior,Solteiro,3208.92,Salvador,Feminino,3989.98
39,Fundamental,Solteiro,2095.41,Salvador,Masculino,4946.07
28,Médio,Solteiro,1725.8,Belo Horizonte,Feminino,2691.98
40,Fundamental,Solteiro,2117.24,Rio de Janeiro,Feminino,4713.42
18,Fundamental,Divorciado,1620.32,Belo Horizonte,Masculino,2933.81
63,Médio,Casado,2807.22,Salvador,Masculino,4045.16
54,Médio,Casado,2568.22,São Paulo,Feminino,4459.74
38,Superior,Divorciado,3237.65,Belo Horizonte,Feminino,5607.54
43,Médio,Divorciado,2601.87,Salvador,Masculino,6044.85
63,Pós-graduação,Solteiro,3740.46,Belo Horizonte,Masculino,7203.81
53,Fundamental,Solteiro,2622.01,Salvador,Feminino,3695.94
40,Fundamental,Divorciado,2208.52,Rio de Janeiro,Feminino,3776.26
18,Fundamental,Solteiro,1563.99,Salvador,Feminino,2674.44
68,Fundamental,Casado,3033.72,Porto Alegre,Feminino,4417.36
57,Médio,Casado,2736.16,São Paulo,Masculino,4888.88
32,Superior,Solteiro,2384.47,Salvador,Masculino,5310.17
38,Fundamental,Solteiro,1955.64,Belo Horizonte,Feminino,2455.46
64,Pós-graduação,Solteiro,3803.65,Belo Horizonte,Feminino,9822.31
26,Superior,Casado,1759.2,Salvador,Masculino,3624.24
26,Médio,Solteiro,1988.52,Porto Alegre,Feminino,4431.44
27,Fundamental,Divorciado,1954.63,Salvador,Feminino,5322.98
69,Fundamental,Solteiro,3673.48,Rio de Janeiro,Feminino,7648.09
43,Fundamental,Divorciado,1931.34,Porto Alegre,Feminino,5223.79
58,Fundamental,Solteiro,2618.92,Salvador,Feminino,5696.16
52,Médio,Solteiro,2910.1,São Paulo,Feminino,5813.77
69,Médio,Casado,3177.67,Porto Alegre,Masculino,6628.8
42,Médio,Divorciado,2749.46,Salvador,Feminino,3839.42
43,Pós-graduação,Divorciado,3732.88,São Paulo,Masculino,9015.22
28,Superior,Divorciado,1611.03,Salvador,Masculino,6007.78
55,Pós-graduação,Casado,3727.21,Rio de Janeiro,Masculino,9258.51
19,Fundamental,Divorciado,1648.8,Belo Horizonte,Feminino,2680.7
24,Médio,Casado,1713.15,Salvador,Feminino,3688.13
35,Médio,Solteiro,1919.66,Porto Alegre,Feminino,3380.66
44,Fundamental,Solteiro,2788.63,Salvador,Masculino,3656.18
51,Fundamental,Divorciado,2521.89,Salvador,Masculino,5337.67
44,Superior,Solteiro,1878.92,Salvador,Feminino,5846.2
34,Superior,Solteiro,2387.23,Salvador,Feminino,5975.77
60,Médio,Divorciado,3421.35,Porto Alegre,Masculino,5152.59
61,Médio,Solteiro,2494.89,Porto Alegre,Masculino,5559.49
68,Médio,Divorciado,3405.26,Salvador,Masculino,6798.33
41,Fundamental,Divorciado,2542.74,Belo Horizonte,Feminino,3887.89
42,Médio,Solteiro,2183.23,Salvador,Masculino,3696.43
24,Fundamental,Solteiro,1776.73,Porto Alegre,Masculino,3629.78
69,Fundamental,Solteiro,3049.1,Rio de Janeiro,Masculino,3871.18
23,Pós-graduação,Solteiro,2531.8,Salvador,Feminino,6858.87
41,Médio,Solteiro,2029.44,Salvador,Feminino,3187.88
50,Superior,Casado,3426.2,Salvador,Feminino,7675.91
66,Médio,Solteiro,2927.95,Salvador,Masculino,6089.75
46,Médio,Casado,2148.4,São Paulo,Masculino,6216.09
60,Médio,Divorciado,2964.75,Salvador,Masculino,5939.69
39,Fundamental,Solteiro,2297.94,Porto Alegre,Masculino,3490.8
43,Fundamental,Solteiro,1842.4,Porto Alegre,Feminino,3889.91
45,Superior,Solteiro,2656.74,São Paulo,Masculino,5058.1
67,Superior,Divorciado,3000.36,Salvador,Masculino,8344.52
38,Médio,Casado,2905.04,Belo Horizonte,Feminino,2611.82
66,Médio,Casado,2871.18,Salvador,Masculino,5285.17
24,Pós-graduação,Solteiro,2516.96,Porto Alegre,Masculino,7425.04
34,Fundamental,Solteiro,1869.95,Rio de Janeiro,Masculino,6234.25
37,Médio,Solteiro,1883.74,Rio de Janeiro,Feminino,4599.16
58,Médio,Solteiro,2685.09,Belo Horizonte,Masculino,3193.91
66,Superior,Divorciado,3850.53,Salvador,Feminino,7031.07
37,Pós-graduação,Solteiro,3139.2,São Paulo,Masculino,8183.14
39,Médio,Divorciado,1753.72,Salvador,Feminino,4373.95
45,Superior,Solteiro,2505.6,Belo Horizonte,Feminino,5444.44
57,Superior,Casado,3262.38,Belo Horizonte,Feminino,6211.94
66,Médio,Casado,2730.23,Belo Horizonte,Masculino,4605.96
24,Médio,Solteiro,1662.75,Rio de Janeiro,Masculino,4358.72
18,Médio,Solteiro,2333.71,Salvador,Feminino,3701.79
49,Pós-graduação,Divorciado,3168.29,Salvador,Feminino,7713.25
30,Fundamental,Solteiro,1466.14,São Paulo,Masculino,4456.04
47,Superior,Solteiro,2687.92,Belo Horizonte,Feminino,6973.81
40,Médio,Solteiro,1660.25,Belo Horizonte,Masculino,4256.52
68,Superior,Casado,3925.83,Porto Alegre,Masculino,6931.0
36,Médio,Divorciado,1732.21,Porto Alegre,Feminino,3877.67
49,Médio,Casado,2177.81,Rio de Janeiro,Feminino,4239.63
47,Superior,Divorciado,2509.97,Salvador,Masculino,4759.93
46,Superior,Casado,2372.5,São Paulo,Masculino,6675.77
66,Superior,Solteiro,3463.54,São Paulo,Masculino,7062.58
62,Fundamental,Casado,2634.65,Belo Horizonte,Feminino,5054.76
46,Superior,Casado,2338.59,São Paulo,Masculino,7656.71
47,Fundamental,Divorciado,2298.34,Belo Horizonte,Feminino,5055.73
33,Médio,Divorciado,2099.7,Salvador,Feminino,4042.55
57,Médio,Casado,2577.4,São Paulo,Masculino,6694.75
36,Médio,Divorciado,2259.78,Belo Horizonte,Feminino,4830.33
35,Médio,Divorciado,2559.56,Salvador,Feminino,4744.17
18,Pós-graduação,Divorciado,2784.35,Salvador,Feminino,6869.5
31,Fundamental,Divorciado,1994.76,Belo Horizonte,Feminino,2351.19
68,Superior,Divorciado,3783.66,Belo Horizonte,Masculino,5008.86
64,Médio,Casado,3588.13,Rio de Janeiro,Masculino,5419.77
67,Fundamental,Divorciado,2577.63,Salvador,Feminino,4893.21
19,Fundamental,Solteiro,1759.82,Belo Horizonte,Feminino,3878.6
45,Pós-graduação,Casado,3050.91,Salvador,Feminino,7153.51
66,Superior,Casado,3552.52,São Paulo,Feminino,7320.18
67,Pós-graduação,Casado,3613.37,Porto Alegre,Feminino,8513.53
47,Pós-graduação,Divorciado,3636.77,Porto Alegre,Masculino,7885.83
55,Médio,Solteiro,2733.98,Belo Horizonte,Masculino,5525.75
68,Médio,Divorciado,3489.85,Belo Horizonte,Masculino,4986.97
21,Superior,Casado,2048.62,Salvador,Masculino,3592.99
18,Médio,Casado,1449.07,Belo Horizonte,Feminino,2121.45
25,Médio,Casado,1662.07,Salvador,Feminino,3370.12
46,Médio,Casado,3118.34,Belo Horizonte,Masculino,3247.73
56,Médio,Divorciado,2870.05,Salvador,Masculino,5748.3
20,Médio,Solteiro,2003.4,Belo Horizonte,Masculino,1957.34
49,Fundamental,Solteiro,2687.31,Rio de Janeiro,Feminino,3892.47
27,Médio,Casado,2074.59,Salvador,Feminino,3505.35
27,Médio,Solteiro,1367.46,Rio de Janeiro,Feminino,4073.99
36,Médio,Casado,1912.05,Rio de Janeiro,Masculino,5271.2
63,Médio,Casado,2703.6,Rio de Janeiro,Masculino,5650.93
51,Superior,Solteiro,3047.72,Rio de Janeiro,Feminino,7453.13
50,Fundamental,Casado,2468.95,São Paulo,Feminino,6507.2
40,Médio,Solteiro,1717.7,Porto Alegre,Feminino,3376.65
45,Superior,Casado,2862.88,São Paulo,Masculino,7262.59
49,Médio,Solteiro,1866.25,Belo Horizonte,Feminino,6245.78
67,Médio,Casado,3242.94,Belo Horizonte,Feminino,6121.32
24,Superior,Solteiro,2251.19,Porto Alegre,Masculino,3906.78
46,Médio,Casado,2753.61,Porto Alegre,Feminino,4634.86
25,Superior,Casado,2313.85,Porto Alegre,Feminino,3448.38
18,Superior,Casado,1901.28,Rio de Janeiro,Feminino,4242.3
20,Superior,Solteiro,1627.13,São Paulo,Feminino,6991.75
41,Médio,Divorciado,2111.64,Belo Horizonte,Masculino,4457.91
40,Fundamental,Casado,1963.69,São Paulo,Feminino,6538.38
25,Médio,Casado,1861.47,São Paulo,Masculino,4676.15
64,Médio,Solteiro,2793.67,São Paulo,Feminino,5654.59
54,Médio,Casado,2801.47,Porto Alegre,Masculino,4743.18
20,Médio,Casado,2006.15,Porto Alegre,Feminino,3268.13
68,Médio,Casado,2615.78,Belo Horizonte,Feminino,7613.61
50,Fundamental,Casado,2499.22,Belo Horizonte,Masculino,5203.02
45,Médio,Divorciado,2335.68,Belo Horizonte,Feminino,3506.55
64,Médio,Divorciado,3014.27,São Paulo,Feminino,6006.64
25,Superior,Casado,2456.0,Porto Alegre,Masculino,5222.79
51,Fundamental,Casado,3006.33,Rio de Janeiro,Feminino,4461.93
52,Médio,Casado,2227.16,São Paulo,Feminino,5582.2
49,Pós-graduação,Divorciado,2998.37,Salvador,Feminino,7245.19
41,Fundamental,Divorciado,2286.55,São Paulo,Feminino,5535.8
31,Médio,Solteiro,2064.85,Porto Alegre,Feminino,3451.19
49,Fundamental,Solteiro,2686.1,Salvador,Masculino,3051.92
63,Superior,Casado,3161.67,São Paulo,Masculino,7604.53
60,Médio,Casado,2326.65,Porto Alegre,Feminino,5768.24
33,Médio,Divorciado,2355.69,Porto Alegre,Feminino,5095.2
21,Médio,Casado,1783.74,Rio de Janeiro,Masculino,5012.11
69,Superior,Casado,3456.39,São Paulo,Masculino,6354.26
54,Fundamental,Divorciado,1976.16,Porto Alegre,Masculino,3363.71
38,Fundamental,Divorciado,1939.27,Belo Horizonte,Masculino,2842.76
31,Superior,Divorciado,2638.62,Porto Alegre,Masculino,6555.6
48,Médio,Divorciado,2570.44,Rio de Janeiro,Masculino,5894.99
65,Superior,Solteiro,3036.51,Porto Alegre,Feminino,9389.32
35,Médio,Divorciado,2235.74,São Paulo,Feminino,6034.42
24,Superior,Divorciado,2193.54,São Paulo,Feminino,5795.39
27,Médio,Casado,2190.12,Salvador,Feminino,2894.52
24,Superior,Casado,2010.62,São Paulo,Feminino,6074.17
50,Pós-graduação,Casado,3314.91,Salvador,Masculino,8341.11
40,Médio,Solteiro,2234.53,Belo Horizonte,Masculino,5210.94
38,Fundamental,Divorciado,2014.7,Rio de Janeiro,Masculino,4610.99
36,Médio,Divorciado,1817.96,Belo Horizonte,Masculino,5991.99
65,Fundamental,Solteiro,3502.43,Salvador,Masculino,5205.65
36,Médio,Divorciado,2506.29,Porto Alegre,Masculino,4983.21
53,Médio,Casado,2302.03,Porto Alegre,Feminino,4986.73
46,Médio,Solteiro,2446.1,Belo Horizonte,Feminino,3945.69
35,Médio,Divorciado,1590.41,Porto Alegre,Masculino,1786.4
19,Médio,Solteiro,2080.37,Salvador,Feminino,1711.14
18,Superior,Solteiro,2268.04,Rio de Janeiro,Masculino,6576.74
64,Fundamental,Divorciado,3221.1,São Paulo,Feminino,6952.34
22,Fundamental,Casado,1584.54,Salvador,Masculino,3692.65
37,Fundamental,Divorciado,2462.41,Salvador,Masculino,5404.15
28,Médio,Divorciado,2193.21,São Paulo,Feminino,3420.79
59,Médio,Casado,2720.61,São Paulo,Masculino,5477.97
19,Médio,Divorciado,1225.3,Rio de Janeiro,Feminino,3545.63
20,Médio,Divorciado,1730.56,Rio de Janeiro,Feminino,2661.25
40,Superior,Divorciado,2662.04,Rio de Janeiro,Masculino,5700.84
29,Fundamental,Solteiro,2425.77,Porto Alegre,Masculino,2377.5
37,Superior,Solteiro,2625.19,Salvador,Masculino,3780.14
22,Superior,Solteiro,2191.94,São Paulo,Feminino,4703.07
54,Superior,Divorciado,3362.09,Salvador,Feminino,6134.18
55,Pós-graduação,Casado,3650.98,Salvador,Masculino,9537.1
47,Fundamental,Solteiro,2618.31,Rio de Janeiro,Masculino,4330.75
26,Fundamental,Casado,1618.29,Rio de Janeiro,Masculino,5373.46
51,Superior,Divorciado,2694.43,Salvador,Masculino,6271.18
61,Médio,Solteiro,2556.23,Rio de Janeiro,Masculino,6486.97
52,Médio,Divorciado,2458.86,Porto Alegre,Masculino,4744.79
69,Superior,Casado,3605.59,São Paulo,Masculino,6096.49
39,Superior,Solteiro,2819.71,Salvador,Feminino,4398.34
61,Pós-graduação,Solteiro,3966.69,São Paulo,Feminino,9623.58
41,Pós-graduação,Solteiro,3233.02,Porto Alegre,Masculino,7096.19
34,Superior,Solteiro,2198.97,Rio de Janeiro,Masculino,4554.3
27,Médio,Casado,2019.65,Belo Horizonte,Feminino,3132.53
47,Superior,Solteiro,2459.6,Porto Alegre,Masculino,6442.36
63,Fundamental,Divorciado,2539.72,Belo Horizonte,Feminino,3896.17
40,Médio,Solteiro,2213.56,São Paulo,Feminino,4603.36
49,Superior,Casado,3208.94,Salvador,Masculino,7468.36
34,Médio,Solteiro,2208.19,Rio de Janeiro,Feminino,5289.32
67,Médio,Casado,2979.9,Porto Alegre,Feminino,6936.66
68,Fundamental,Casado,3173.43,Rio de Janeiro,Masculino,6023.65
34,Superior,Divorciado,2200.36,Belo Horizonte,Masculino,6281.69
31,Médio,Solteiro,1761.46,Belo Horizonte,Feminino,2518.43
26,Superior,Solteiro,2116.01,Salvador,Masculino,5630.32
57,Médio,Solteiro,2417.54,Belo Horizonte,Feminino,4135.04
19,Superior,Divorciado,1962.21,Salvador,Feminino,4907.16
62,Superior,Divorciado,3297.35,Porto Alegre,Feminino,7107.71
42,Médio,Casado,2121.31,Salvador,Feminino,4788.23
56,Médio,Casado,2602.98,Belo Horizonte,Feminino,3791.91
26,Médio,Casado,921.55,São Paulo,Feminino,4616.43
39,Pós-graduação,Divorciado,3285.71,Salvador,Masculino,6975.09
